method,split,state_method,predictor,k,policy_kind,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_total_usd,frontier_call_rate,mean_latency_s,confidence_threshold,active_probe_rate,selected_models_json
relative_kmeans_k16_diagnostic_true_state,test,relative_kmeans,oracle_state,16,diagnostic_true_state,170,0.7529411764705882,0.7294568665959476,0.7316353287183842,0.002178462122436664,0.9970224754916459,0.0822585,0.17647058823529413,1.755976474986357,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 17, ""qwen3-4b-local"": 20, ""qwen3-8b-local"": 23}"
calibration_refined_k16_diagnostic_true_state,test,calibration_refined,oracle_state,16,diagnostic_true_state,170,0.7529411764705882,0.7294568665959476,0.7316353287183842,0.002178462122436664,0.9970224754916459,0.0822585,0.17647058823529413,1.755976474986357,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 17, ""qwen3-4b-local"": 20, ""qwen3-8b-local"": 23}"
relative_kmeans_k24_diagnostic_true_state,test,relative_kmeans,oracle_state,24,diagnostic_true_state,170,0.7411764705882353,0.7176921607135947,0.7316353287183842,0.013943168004789563,0.9809424621016949,0.0822585,0.17647058823529413,1.6028639709248262,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 90, ""qwen3-32b-awq-local"": 24, ""qwen3-4b-local"": 15, ""qwen3-8b-local"": 11}"
calibration_refined_k24_diagnostic_true_state,test,calibration_refined,oracle_state,24,diagnostic_true_state,170,0.7411764705882353,0.7176921607135947,0.7316353287183842,0.013943168004789563,0.9809424621016949,0.0822585,0.17647058823529413,1.6028639709248262,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 90, ""qwen3-32b-awq-local"": 24, ""qwen3-4b-local"": 15, ""qwen3-8b-local"": 11}"
raw_kmeans_k24_diagnostic_true_state,test,raw_kmeans,oracle_state,24,diagnostic_true_state,170,0.7352941176470589,0.7138383855341602,0.7316353287183842,0.01779694318422398,0.9756751178002857,0.07515300000000001,0.12941176470588237,2.2371700539308437,,0.0,"{""gemini-3.5-flash"": 12, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 70, ""qwen3-32b-awq-local"": 12, ""qwen3-4b-local"": 55, ""qwen3-8b-local"": 11}"
two_stage_relative_kmeans_k24_diagnostic_true_state,test,two_stage_relative_kmeans,oracle_state,24,diagnostic_true_state,170,0.7294117647058823,0.7080716576712339,0.7316353287183842,0.023563671047150292,0.9677931475938606,0.07474800000000001,0.12352941176470589,1.3143123514512005,,0.0,"{""gemini-3.5-flash"": 11, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 110, ""qwen3-32b-awq-local"": 20, ""qwen3-4b-local"": 16, ""qwen3-8b-local"": 3}"
raw_kmeans_k16_diagnostic_true_state,test,raw_kmeans,oracle_state,16,diagnostic_true_state,170,0.7176470588235294,0.6961913267106309,0.7316353287183842,0.03544400200775333,0.951555097715359,0.07515300000000001,0.12941176470588237,2.327774124986985,,0.0,"{""gemini-3.5-flash"": 12, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 58, ""qwen3-32b-awq-local"": 22, ""qwen3-4b-local"": 14, ""qwen3-8b-local"": 54}"
two_stage_relative_kmeans_k16_diagnostic_true_state,test,two_stage_relative_kmeans,oracle_state,16,diagnostic_true_state,170,0.6764705882352942,0.6506439426705244,0.7316353287183842,0.08099138604785983,0.8893008813697754,0.090463,0.13529411764705881,1.3528006581699148,,0.0,"{""gemini-3.5-flash"": 10, ""gpt-5.5"": 13, ""qwen3-14b-awq-local"": 95, ""qwen3-32b-awq-local"": 39, ""qwen3-4b-local"": 13}"
two_stage_relative_kmeans_k24_mlp_active_state_reveal,test,two_stage_relative_kmeans,mlp,24,diagnostic_active_state_reveal,170,0.5941176470588235,0.5729024436580871,0.7316353287183842,0.15873288506029715,0.7830437120384116,0.0743105,0.14705882352941177,1.110235174964456,0.24,0.20588235294117646,"{""gemini-3.5-flash"": 14, ""gpt-5.5"": 11, ""qwen3-14b-awq-local"": 129, ""qwen3-32b-awq-local"": 11, ""qwen3-4b-local"": 4, ""qwen3-8b-local"": 1}"
relative_kmeans_k16_mlp_active_state_reveal,test,relative_kmeans,mlp,16,diagnostic_active_state_reveal,170,0.6,0.569815430961286,0.7316353287183842,0.16181989775709826,0.7788243795709532,0.1057275,0.1588235294117647,1.4658092961591833,0.28,0.37058823529411766,"{""gemini-3.5-flash"": 15, ""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 87, ""qwen3-32b-awq-local"": 24, ""qwen3-4b-local"": 8, ""qwen3-8b-local"": 24}"
