query_id,selected_model,oracle_model,selected_utility,oracle_utility,regret,oracle_margin,route_label,distance_to_label_centroid,route_label_confidence,low_route_label_confidence,knn_selected_model,knn_disagreement,centroid_distance_risk,oracle_margin_risk_diagnostic,knn_disagreement_plus_distance,query_text,dataset,domain
korbench:test:40,NVIDIA-Nemotron-Nano-9B-v2,Intern-S1-mini,0.0,1.0,1.0,0.0,14,0.9490303531513863,0.34505965692929896,0.654940343070701,Qwen3-8B,1,0.9490303531513863,0.0,1.8596866096866096,"Ciphertext: ""3513452143145312244135""

Please provide the decrypted answer, encapsulated in double square brackets. For example, the format should be: [[decrypted answer]].",korbench,multilingual
korbench:test:46,NVIDIA-Nemotron-Nano-9B-v2,Qwen3-8B,0.0,1.0,1.0,0.0,14,0.9482046033561059,0.31192246223335646,0.6880775377666435,Qwen3-8B,1,0.9482046033561059,0.0,1.8564814814814814,"Ciphertext: ""K""

Please provide the decrypted answer, encapsulated in double square brackets. For example, the format should be: [[decrypted answer]].",korbench,multilingual
korbench:test:55,GLM-Z1-9B-0414,Qwen3-8B,0.0,1.0,1.0,0.0,9,0.8416517168681704,0.40235708033341316,0.5976429196665869,NVIDIA-Nemotron-Nano-9B-v2,1,0.8416517168681704,0.0,1.6157407407407407,"Plaintext: ""M""

Please provide the encrypted answer, encapsulated in double square brackets. For example, the format should be: [[encrypted answer]].",korbench,multilingual
korbench:test:3,GLM-Z1-9B-0414,NVIDIA-Nemotron-Nano-9B-v2,0.0,1.0,1.0,0.0,9,0.8416517168681704,0.40235708033341316,0.5976429196665869,NVIDIA-Nemotron-Nano-9B-v2,1,0.8416517168681704,0.0,1.6157407407407407,"Plaintext: ""B""

Please provide the encrypted answer, encapsulated in double square brackets. For example, the format should be: [[encrypted answer]].",korbench,multilingual
livecodebench:test:1019,GLM-Z1-9B-0414,NVIDIA-Nemotron-Nano-9B-v2,0.0,1.0,1.0,0.0,9,0.7099500251655801,0.2594435874121356,0.7405564125878644,GLM-Z1-9B-0414,0,0.7099500251655801,0.0,0.28739316239316237,"You are given a string s and an integer k.
In one operation, you can replace the character at any position with the next or previous letter in the alphabet (wrapping around so that 'a' is after 'z'). For example, replacing 'a' with the next letter results in 'b', and replacing 'a' with the previous letter results in 'z'. Similarly, replacing 'z' with the next letter results in 'a', and replacing 'z' with the previous letter results in 'y'.
Return the length of the longest palindromic subsequence of s that can be obtained after performing at most k operations.
 
Example 1:

Input: s = ""abced"", k = 2
Output: 3
Explanation:

Replace s[1] with the next letter, and s becomes ""acced"".
Replace s[4] with the previous letter, and s becomes ""accec"".

The subsequence ""ccc"" forms a palindrome of length 3, which is the maximum.

Example 2:

Input: s = ""aaazzz"", k = 4
Output: 6
Explanation:

Replace s[0] with the previous letter, and s becomes ""zaazzz"".
Replace s[4] with the next letter, and s becomes ""zaazaz"".
Replace s[3] with the next letter, and s becomes ""zaaaaz"".

The entire string forms a palindrome of length 6.

 
Constraints:

1 <= s.length <= 200
1 <= k <= 200
s consists of only lowercase English letters.",livecodebench,code
korbench:test:136,NVIDIA-Nemotron-Nano-9B-v2,Qwen3-8B,0.0,1.0,1.0,0.0,14,0.9493226065551932,0.32681864144480466,0.6731813585551953,Qwen3-8B,1,0.9493226065551932,0.0,1.8611111111111112,"Ciphertext: ""142898898""

Please provide the decrypted answer, encapsulated in double square brackets. For example, the format should be: [[decrypted answer]].",korbench,multilingual
korbench:test:137,GLM-Z1-9B-0414,Intern-S1-mini,0.0,1.0,1.0,1.0,9,0.8407076894407404,0.4137144088494102,0.5862855911505898,NVIDIA-Nemotron-Nano-9B-v2,1,0.8407076894407404,1.0,1.6102207977207978,"Plaintext: ""BK""

Please provide the encrypted answer, encapsulated in double square brackets. For example, the format should be: [[encrypted answer]].",korbench,multilingual
korbench:test:145,GLM-Z1-9B-0414,NVIDIA-Nemotron-Nano-9B-v2,0.0,1.0,1.0,0.0,9,0.8416517168681704,0.40235708033341316,0.5976429196665869,NVIDIA-Nemotron-Nano-9B-v2,1,0.8416517168681704,0.0,1.6157407407407407,"Plaintext: ""W""

Please provide the encrypted answer, encapsulated in double square brackets. For example, the format should be: [[encrypted answer]].",korbench,multilingual
korbench:test:162,NVIDIA-Nemotron-Nano-9B-v2,gemma-2-9b-it,0.0,1.0,1.0,0.0,14,0.9482046033561059,0.31192246223335646,0.6880775377666435,Qwen3-8B,1,0.9482046033561059,0.0,1.8564814814814814,"Ciphertext: ""H#X#C#O#N#""

Please provide the decrypted answer, encapsulated in double square brackets. For example, the format should be: [[decrypted answer]].",korbench,multilingual
korbench:test:165,NVIDIA-Nemotron-Nano-9B-v2,MiniCPM4.1-8B,0.0,1.0,1.0,0.0,14,0.9337391716799566,0.40709681076128856,0.5929031892387114,NVIDIA-Nemotron-Nano-9B-v2,0,0.9337391716799566,0.0,0.8344017094017094,"Plaintext: ""PFGCZGLACVZ""

Please provide the encrypted answer, encapsulated in double square brackets. For example, the format should be: [[encrypted answer]].",korbench,multilingual
korbench:test:170,GLM-Z1-9B-0414,DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,1.0,1.0,9,0.8933899410982297,0.26951087422041786,0.7304891257795821,Intern-S1-mini,1,0.8933899410982297,1.0,1.7539173789173788,"Ciphertext: ""VHFFCEC#FAYNWUC#CLWSLWC#EFUCVGK#DBKFCNC#""

Please provide the decrypted answer, encapsulated in double square brackets. For example, the format should be: [[decrypted answer]].",korbench,multilingual
livecodebench:test:934,GLM-Z1-9B-0414,NVIDIA-Nemotron-Nano-9B-v2,0.0,1.0,1.0,0.0,9,0.8456477022154439,0.4643146502214781,0.5356853497785219,Qwen3-8B,1,0.8456477022154439,0.0,1.6303418803418803,"There is a H \times W grid, and each cell contains 0 or 1. The cell at the i-th row from the top and the j-th column from the left contains an integer A_{i,j}.
You can perform the following two operations any number of times in any order:

- Operation X: Choose an integer x (1 \leq x \leq H). For every integer 1 \leq y \leq W, replace A_{x,y} with 1 - A_{x,y}.
- Operation Y: Choose an integer y (1 \leq y \leq W). For every integer 1 \leq x \leq H, replace A_{x,y} with 1 - A_{x,y}.

Find the minimum possible value of \displaystyle \sum_{x=1}^H\sum_{y=1}^W A_{x,y} after the process.

Input

The input is given from Standard Input in the following format:
H W
A_{1,1}A_{1,2}\ldots A_{1,W}
A_{2,1}A_{2,2}\ldots A_{2,W}
\vdots
A_{H,1}A_{H,2}\ldots A_{H,W}

Output

Print the answer.

Constraints


- 1 \leq H \leq 2\times 10^5
- 1 \leq W \leq 18
- H and W are integers.
- A_{i,1}A_{i,2}\ldots A_{i,W} is a length-W string consisting of 0 and 1.

Sample Input 1

3 3
100
010
110

Sample Output 1

2

By performing the following operations, the grid changes as shown below, and you get \displaystyle \sum_{x=1}^H\sum_{y=1}^W A_{x,y} = 2.

- Operation Y with y=1
- Operation X with x=2


It is impossible to make \displaystyle \sum_{x=1}^H\sum_{y=1}^W A_{x,y} \leq 1, so the answer is 2.

Sample Input 2

3 4
1111
1111
1111

Sample Output 2

0

Sample Input 3

10 5
10000
00111
11000
01000
10110
01110
10101
00100
00100
10001

Sample Output 3

13",livecodebench,code
livecodebench:test:867,Qwen3-8B,DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,1.0,1.0,11,0.7771209826503587,0.4038221600747821,0.5961778399252179,Qwen3-8B,0,0.7771209826503587,1.0,0.4412393162393162,"You are given a string word, and an integer numFriends.
Alice is organizing a game for her numFriends friends. There are multiple rounds in the game, where in each round:

word is split into numFriends non-empty strings, such that no previous round has had the exact same split.
All the split words are put into a box.

Find the lexicographically largest string from the box after all the rounds are finished.
 
Example 1:

Input: word = ""dbca"", numFriends = 2
Output: ""dbc""
Explanation: 
All possible splits are:

""d"" and ""bca"".
""db"" and ""ca"".
""dbc"" and ""a"".


Example 2:

Input: word = ""gggg"", numFriends = 4
Output: ""g""
Explanation: 
The only possible split is: ""g"", ""g"", ""g"", and ""g"".

 
Constraints:

1 <= word.length <= 5 * 10^3
word consists only of lowercase English letters.
1 <= numFriends <= word.length",livecodebench,code
livecodebench:test:898,NVIDIA-Nemotron-Nano-9B-v2,MiniCPM4.1-8B,0.0,1.0,1.0,0.0,14,0.8519862600048628,0.5576445683125005,0.44235543168749947,NVIDIA-Nemotron-Nano-9B-v2,0,0.8519862600048628,0.0,0.6485042735042735,"There are N foods, each containing exactly one of vitamins 1, 2, and 3.
Specifically, eating the i-th food gives you A_i units of vitamin V_i, and C_i calories.
Takahashi can choose any subset of these N foods as long as the total calorie consumption does not exceed X.
Find the maximum possible value of this: the minimum intake among vitamins 1, 2, and 3.

Input

The input is given from Standard Input in the following format:
N X
V_1 A_1 C_1
V_2 A_2 C_2
\vdots
V_N A_N C_N

Output

Print the maximum possible value of ""the minimum intake among vitamins 1, 2, and 3"" when the total calories consumed is at most X.

Constraints


- 1 \leq N \leq 5000
- 1 \leq X \leq 5000
- 1 \leq V_i \leq 3
- 1 \leq A_i \leq 2 \times 10^5
- 1 \leq C_i \leq X
- All input values are integers.

Sample Input 1

5 25
1 8 5
2 3 5
2 7 10
3 2 5
3 3 10

Sample Output 1

3

Each food provides the following if eaten:

- 1st food: 8 units of vitamin 1, and 5 calories
- 2nd food: 3 units of vitamin 2, and 5 calories
- 3rd food: 7 units of vitamin 2, and 10 calories
- 4th food: 2 units of vitamin 3, and 5 calories
- 5th food: 3 units of vitamin 3, and 10 calories

Eating the 1st, 2nd, 4th, and 5th foods gives 8 units of vitamin 1, 3 units of vitamin 2, 5 units of vitamin 3, and 25 calories.
In this case, the minimum among the three vitamin intakes is 3 (vitamin 2).
It is impossible to get 4 or more units of each vitamin without exceeding 25 calories, so the answer is 3.

Sample Input 2

2 5000
1 200000 1
2 200000 1

Sample Output 2

0",livecodebench,code
